,node1,node2,relation
1131,Cluster 2,Popularity,Cluster-Entity
1132,Cluster 2,New Speech Restrictions,Cluster-Entity
1133,Cluster 6,New Left,Cluster-Entity
1134,Cluster 6,Iran,Cluster-Entity
1135,Cluster 6,Activists,Cluster-Entity
1136,Cluster 6,Chicago,Cluster-Entity
1137,Cluster 6,Heart Attack,Cluster-Entity
1138,Cluster 6,Sick,Cluster-Entity
1139,Cluster 6,Joe Biden,Cluster-Entity
1140,Cluster 6,Chicag,Cluster-Entity
